NIE,G1-MAT1,G1-MAT2,G1-MAT3,G1-MAT4,G1-MAT5,G1-MAT6,G1-MAT7,G1-MAT8,G1-MAT9,G1-MAT10,G1-MAT11,G1-MAT12,G1-MAT13,G1-MAT14,G1-MAT15,G1-MAT16,G1-MAT17,G1-MAT18,G1-MAT19,G1-MAT20,G1-MAT21,G1-MAT22,G1-MAT23,G1-MAT24,G1-MAT25,G2-MAT26
19881614,B,B,C,D,A,A,C,C,B,C,D,C,A,B,C,B,B,D,C,A,D,D,D,A,C,A
19975120,A,C,C,C,B,A,B,B,A,A,C,C,A,B,B,D,C,B,A,A,C,C,D,B,A,C
19960763,C,C,B,A,D,D,D,D,B,C,D,D,A,C,A,A,A,D,D,B,B,C,D,A,B,C
4769227,C,B,A,C,D,A,C,D,B,B,A,C,A,C,A,C,C,C,A,B,A,A,B,C,A,D
4473606,C,B,C,C,D,B,D,B,D,C,A,D,A,A,C,C,B,D,B,A,B,A,D,C,D,A
19731275,B,C,D,C,B,D,D,D,B,C,C,A,D,A,B,B,C,A,B,D,B,B,C,C,B,A
4842066,C,A,C,D,A,C,A,C,B,B,D,A,B,D,B,B,A,B,A,D,D,C,D,B,C,C
19939447,B,A,B,A,C,B,C,B,D,D,D,A,D,C,B,C,D,A,B,A,B,D,C,A,A,B
19905055,A,D,A,B,A,D,C,C,C,B,B,C,B,A,D,B,D,C,D,B,B,D,C,B,B,B
5871083,A,B,A,D,D,D,C,B,D,C,B,A,C,D,C,C,D,B,A,B,B,C,C,A,D,B
10565404,B,A,B,B,D,C,A,B,B,C,B,D,D,C,A,C,A,B,A,A,B,A,A,C,A,A
19908654,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
4602118,C,C,D,C,B,C,D,D,B,C,B,B,C,D,C,C,A,D,C,A,C,B,C,B,D,C
3635505,B,B,A,B,A,C,C,C,D,A,C,A,A,C,C,A,C,B,D,C,B,B,C,C,A,D
19935772,A,B,B,C,B,C,B,A,B,A,A,A,C,B,B,C,C,C,B,C,A,C,B,B,A,B
19763278,B,A,D,B,C,C,D,A,B,C,C,A,B,B,B,C,C,A,A,B,B,A,C,A,A,C
4659179,B,B,D,B,C,C,C,A,B,A,C,A,A,C,A,D,D,C,C,D,C,D,B,B,C,D
19721089,A,A,A,A,D,A,D,A,A,B,D,A,D,D,A,D,B,A,A,A,C,A,A,A,A,C
19902949,D,B,A,C,C,B,A,B,D,A,B,A,D,D,D,C,B,C,A,B,B,B,B,C,C,B
19797834,D,C,B,C,A,C,B,C,B,D,A,A,C,C,A,C,C,B,C,C,B,B,D,B,D,C
19942179,C,A,C,C,B,B,D,D,B,D,B,B,B,D,A,A,A,B,B,B,B,A,A,A,D,C
20261737,A,A,C,D,A,C,D,C,D,D,A,D,D,D,A,D,B,B,B,A,A,D,C,B,D,D
19864247,A,A,B,B,A,C,D,B,D,A,A,A,A,B,B,B,A,A,A,B,B,B,A,C,C,A
19930218,C,B,C,C,B,B,C,D,D,C,D,B,B,C,A,A,A,B,B,C,C,B,B,A,A,C
7319080,C,B,D,C,B,A,B,C,A,C,D,B,B,C,B,D,A,B,A,D,B,B,A,A,C,C
4367106,D,C,A,B,B,C,B,D,D,A,C,C,C,D,A,C,A,A,C,C,B,D,A,D,D,C
4367112,C,A,A,C,D,B,C,C,B,D,A,B,A,A,A,A,A,B,C,A,B,D,B,B,A,C
6133097,D,A,A,A,D,B,D,B,C,A,B,A,D,C,A,D,A,A,C,A,D,D,C,B,A,D
19849423,C,B,C,B,A,C,B,C,B,C,C,C,C,C,C,B,A,C,B,B,B,C,C,C,B,B
20142153,B,B,B,B,B,D,B,B,D,D,B,B,C,B,B,C,D,C,D,B,A,B,B,B,C,B
6878287,A,C,B,C,C,D,C,D,D,D,C,D,B,C,B,C,D,D,D,C,B,C,C,C,C,A
6653811,B,A,A,B,B,C,D,D,D,C,A,A,C,C,B,A,C,C,C,D,A,B,D,A,D,A
5868922,C,A,C,A,B,C,A,D,A,A,D,A,A,C,A,A,C,B,A,B,B,C,A,A,D,B
4655967,B,D,A,B,B,C,D,B,C,A,B,A,A,B,B,B,A,D,A,B,B,A,B,A,A,C
4799917,A,A,B,A,D,A,B,B,B,B,B,C,B,C,A,A,B,A,B,A,D,A,A,C,B,A
19901712,D,A,C,D,A,D,A,D,A,D,D,B,A,A,B,D,A,A,B,B,C,B,B,A,D,B
5059694,A,A,C,C,B,A,D,A,A,C,B,D,A,A,A,C,C,A,B,B,C,B,B,D,A,B
4845393,D,A,D,A,A,C,B,A,D,C,D,B,C,C,A,A,C,B,A,D,B,B,A,A,D,A
20161695,B,D,D,A,B,A,C,B,C,C,B,B,A,C,B,C,C,A,D,C,A,B,A,A,A,D
5364246,D,A,A,A,D,D,A,A,C,D,A,A,D,B,B,B,D,B,A,A,A,C,A,C,A,A
4658408,A,A,C,B,B,C,D,C,C,C,A,A,A,B,A,A,B,B,B,C,B,D,A,C,D,B
4987313,A,A,A,C,D,B,B,B,B,C,D,A,A,C,A,A,B,A,C,B,A,A,C,B,A,C
4767379,B,A,A,D,C,C,C,C,D,B,D,A,C,B,A,B,C,A,A,A,A,B,D,B,D,B
7091197,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,D,A,B,A,A,A,A,A,A,A,B
6872174,A,C,C,B,A,B,B,D,B,A,D,C,A,B,A,B,C,B,C,D,A,B,A,A,D,B
4931214,C,A,C,A,B,A,B,A,D,C,D,B,A,C,A,C,A,D,B,A,B,D,C,B,A,C
6107880,C,A,D,C,B,D,B,D,B,C,D,B,B,B,A,A,A,B,A,D,C,B,A,B,C,C
19777567,C,A,B,C,A,D,C,B,D,C,B,A,B,C,A,A,D,C,D,D,C,B,A,C,C,A
6869883,C,B,A,D,D,C,D,D,D,A,D,A,D,B,C,B,D,A,B,B,D,A,D,C,C,A
5683073,A,C,A,D,A,C,B,B,C,A,B,A,B,C,A,C,C,C,A,A,A,C,D,B,D,C
19776662,B,D,C,D,A,A,B,B,B,A,B,A,C,B,A,C,A,A,C,A,A,A,A,B,B,D
3169725,B,C,B,C,A,D,C,A,A,B,A,B,D,C,D,A,B,A,A,C,A,A,C,A,D,A
19909605,C,A,B,A,A,B,B,A,B,B,A,A,B,A,A,D,C,A,A,A,D,D,A,A,A,A
19721832,C,A,C,C,B,D,B,D,D,C,D,B,B,D,A,B,A,B,B,B,A,B,A,A,A,D
6107862,C,A,A,C,B,D,B,D,D,C,D,B,B,C,A,A,A,B,A,D,C,B,A,A,C,C
3875435,C,A,C,C,B,D,B,D,C,C,D,B,B,D,A,A,A,B,B,B,C,B,A,A,D,C
19958520,B,C,A,C,B,B,C,B,B,D,C,C,A,C,B,C,D,C,C,C,B,B,C,C,D,C
20023703,D,D,D,C,B,A,A,D,D,D,C,C,D,B,B,B,C,B,D,C,A,A,D,C,C,A
5005151,B,A,D,C,B,C,A,C,D,A,B,C,B,C,B,D,B,A,B,D,B,C,B,A,C,C
19833298,B,A,C,D,A,D,C,C,D,A,C,A,B,C,B,C,A,B,B,B,B,A,B,B,C,C
3851569,B,B,A,C,B,B,B,C,A,C,A,B,A,C,A,B,B,B,A,A,A,A,A,C,D,B
3776506,C,A,A,C,B,B,D,D,A,C,D,B,B,A,A,A,A,B,A,B,A,B,A,A,A,C
19752204,B,D,D,D,D,C,B,B,B,D,C,A,C,A,A,D,C,A,A,D,B,D,A,D,B,A
19990973,C,A,C,A,A,D,D,D,D,A,B,A,B,C,B,D,A,C,C,B,B,A,C,A,D,C
19726769,A,B,A,D,D,D,D,A,D,B,B,A,D,C,A,D,D,A,B,A,C,D,A,B,A,A
19717809,C,A,C,B,A,A,B,D,D,C,D,A,B,D,A,B,A,B,B,B,C,B,A,A,D,B
4334063,C,A,C,B,D,C,D,D,D,C,B,B,B,C,A,A,A,B,B,B,C,B,A,A,A,C
6338174,D,D,D,D,B,A,D,C,A,B,D,D,D,D,D,D,D,D,B,A,D,A,C,D,B,A
19780588,C,B,B,B,C,B,B,C,A,A,B,B,B,B,A,A,C,B,C,A,B,B,D,C,C,B
19728334,C,B,B,D,B,A,D,C,B,B,D,C,C,C,B,A,C,B,C,A,C,B,A,B,B,C
19885816,D,C,C,C,C,A,B,A,C,B,B,B,B,B,C,B,C,A,A,A,C,A,B,B,C,B
20122375,C,A,C,A,C,A,D,D,D,A,C,A,A,D,C,A,A,B,A,A,B,C,A,B,D,C
19792693,C,A,B,C,A,D,C,D,D,D,B,A,A,B,A,A,C,C,A,A,A,C,C,A,D,C
20094151,B,A,C,D,A,B,D,B,D,A,B,A,C,A,B,A,C,A,A,A,B,B,B,A,D,C
20130005,B,C,A,C,D,A,B,C,D,C,A,B,C,C,A,D,D,C,A,B,A,B,B,D,D,A
5036385,C,C,A,C,B,D,D,D,C,B,C,D,C,D,C,B,A,C,B,A,B,B,C,D,B,B
19738227,B,B,C,A,B,C,B,C,D,A,B,A,A,C,B,C,A,B,A,B,A,A,C,C,B,A
19800445,A,A,D,D,B,D,D,D,D,C,D,D,C,C,D,C,B,D,D,A,A,A,B,D,C,C
19923551,B,A,A,C,B,B,B,A,B,D,B,C,B,A,A,C,C,C,A,B,A,A,A,A,A,A
19711370,B,A,C,C,A,C,B,D,B,C,A,A,A,B,A,A,D,B,A,A,B,D,B,A,D,D
3196890,B,D,A,A,B,A,D,D,D,A,C,A,D,A,D,D,A,A,A,D,B,B,A,A,C,A
20057146,C,A,C,A,A,D,B,D,D,A,D,B,C,B,A,A,A,B,A,C,D,B,A,A,D,C
19799500,C,B,D,B,B,D,B,D,C,D,B,B,D,B,A,C,C,B,B,C,C,C,C,D,A,C
5022668,C,A,C,A,C,A,A,D,A,C,D,C,C,D,A,A,A,C,B,B,C,D,A,A,D,C
19862590,A,C,A,C,B,A,C,B,B,C,C,B,B,B,A,B,A,B,B,B,B,B,B,C,A,B
20173807,C,D,C,C,A,C,D,D,D,D,D,B,B,C,A,A,A,D,A,B,A,A,C,A,A,B
20126878,D,C,B,D,B,D,B,B,A,B,D,D,B,B,A,A,B,B,D,A,A,B,A,B,C,C
4963847,A,A,B,C,B,B,A,C,D,A,D,A,A,C,A,A,C,A,B,A,B,D,B,B,C,B
3070762,A,A,C,B,A,A,D,B,C,A,A,A,B,D,A,B,B,A,C,A,B,B,A,B,A,C
4996728,C,B,C,C,B,D,B,D,C,C,A,B,A,D,B,D,A,A,C,A,C,A,D,A,D,B
5037510,B,C,B,B,B,C,C,B,C,A,B,A,D,D,B,B,A,A,D,D,B,B,D,A,A,A
19814735,D,C,D,B,B,C,A,B,D,A,C,A,B,B,B,B,C,D,A,B,B,B,C,D,A,B
5868047,B,B,C,C,A,C,D,B,B,A,C,C,B,A,B,A,B,B,A,D,A,C,B,B,A,C
19975779,C,A,B,B,B,B,B,A,B,D,A,A,D,C,B,A,A,C,D,C,B,B,B,D,D,B
3070586,C,A,A,C,A,C,B,D,D,C,D,B,A,C,A,A,A,B,B,D,B,B,A,A,D,C
19720320,A,A,A,A,B,B,A,B,A,B,C,B,A,A,A,C,A,A,D,A,C,D,A,A,A,C
20147124,B,D,B,A,A,D,D,D,D,A,A,B,B,B,D,B,B,B,A,D,A,B,C,D,A,C
19994226,A,B,C,A,B,B,A,B,A,D,B,C,B,C,D,A,D,C,B,B,A,C,D,C,C,C
4769964,C,B,A,D,B,A,A,A,A,A,D,B,B,A,A,A,A,D,A,B,B,B,C,A,D,B
3385673,B,C,B,B,A,C,D,D,D,C,A,A,B,C,A,D,B,D,A,D,A,C,B,C,D,D
19903279,C,B,C,A,B,A,B,C,B,C,D,B,B,A,A,A,B,A,A,B,A,D,A,A,A,A
19993536,C,A,A,A,B,B,B,B,D,B,B,A,B,C,A,B,B,B,B,C,B,B,B,A,B,C
10162688,D,B,B,A,A,A,B,B,B,B,B,B,A,B,B,B,A,A,C,B,C,B,D,B,A,A
2955576,C,A,B,C,A,C,D,D,D,B,C,C,C,B,C,A,B,B,B,C,B,A,A,A,D,C
19773821,D,B,A,C,D,C,D,A,C,A,A,C,A,A,A,B,B,A,A,B,B,D,C,A,C,D
7321000,C,A,C,B,D,D,D,D,D,C,D,B,B,B,A,A,A,B,B,B,C,B,A,B,D,C
19772886,C,A,C,C,A,B,D,D,B,C,A,B,B,D,A,A,A,A,A,D,B,B,A,A,A,A
5102979,A,C,A,C,B,C,C,B,B,C,A,A,B,C,D,C,C,B,B,D,B,D,D,C,D,D
6436663,B,B,D,D,B,A,A,C,B,C,D,B,B,C,B,A,C,B,B,A,A,D,D,B,B,C
4660713,B,C,B,D,C,C,C,B,C,A,C,A,B,D,A,B,C,B,D,D,A,C,C,B,C,C
5063145,C,B,C,A,C,C,D,C,C,D,D,D,B,B,B,C,C,A,D,C,D,C,C,B,C,A
4032924,D,D,C,B,D,A,D,A,B,A,C,B,A,A,B,B,B,A,B,A,D,D,B,A,D,B
6262931,B,A,D,C,A,B,D,D,B,C,C,D,B,C,A,D,C,B,D,D,A,A,C,C,B,C
5358987,B,B,D,A,C,C,B,B,D,C,B,B,A,C,B,C,C,A,A,C,D,C,C,A,D,C
4655216,B,A,B,C,A,D,D,D,B,C,D,A,B,C,B,B,B,B,B,D,A,B,D,A,D,C
19826181,C,A,C,C,D,A,B,D,D,C,D,B,B,D,A,B,A,D,B,A,C,C,B,A,D,A
3852184,D,A,C,B,C,C,B,D,B,A,D,B,B,C,B,C,B,C,D,A,B,B,C,C,B,B
19706121,A,B,B,B,A,A,C,D,B,A,C,B,B,D,A,A,B,A,A,A,A,B,D,D,A,C
6653631,B,B,B,A,C,C,D,D,A,D,C,B,B,A,B,D,D,C,D,D,B,D,A,A,C,A
4842891,C,A,D,C,B,D,C,D,C,B,D,B,B,A,A,A,A,B,A,B,D,B,A,A,D,C
19732763,C,D,C,C,B,C,C,C,B,B,C,A,B,C,B,B,C,C,C,C,D,B,C,B,B,A
5136457,C,A,A,C,D,D,C,D,C,C,C,B,D,C,A,A,A,A,D,A,B,B,A,C,D,B
5718322,D,D,D,B,B,C,B,A,D,A,A,A,B,C,B,D,A,C,A,D,C,D,C,D,A,C
5827513,B,A,B,C,B,D,D,B,D,A,C,A,B,D,A,A,A,B,B,B,C,A,B,C,D,C
19980285,A,D,C,A,C,A,B,A,D,D,C,C,C,A,A,B,C,A,C,C,D,A,D,A,D,A
6108389,D,A,C,D,A,A,A,D,D,C,A,A,A,D,D,A,C,B,B,D,A,B,A,A,B,B
4769833,A,B,A,A,A,C,D,D,D,C,A,A,A,C,A,C,D,A,D,C,A,C,A,C,A,C
5581094,D,A,B,B,B,B,B,A,A,B,B,C,B,B,A,C,A,A,A,A,A,B,C,B,C,A
3245236,C,D,A,C,C,C,C,D,C,D,D,C,A,B,C,B,A,B,B,A,A,B,C,C,C,C
19925118,B,A,C,D,B,C,D,B,D,C,A,A,C,D,D,A,A,A,A,A,C,A,A,D,A,D
2683427,B,B,A,A,B,C,D,C,B,C,D,A,B,C,A,B,B,A,A,B,B,D,A,D,D,D
5205469,C,A,D,C,A,C,C,B,C,C,C,A,B,D,C,D,C,C,B,D,B,D,B,C,C,C
19761366,C,A,C,C,D,C,B,D,B,C,B,B,A,C,A,A,A,A,B,B,B,D,C,A,D,B
19926490,D,D,B,C,C,C,C,A,D,A,C,C,B,D,A,B,B,D,D,A,A,A,D,A,A,B
20024157,C,D,B,C,C,B,D,B,A,C,C,A,B,C,C,C,C,A,A,A,C,C,C,C,A,C
19784307,B,D,C,C,B,C,C,D,B,A,C,B,A,D,A,C,A,B,B,A,B,D,C,B,A,C
4932457,B,A,A,C,B,B,D,A,B,A,D,A,B,C,B,B,B,A,A,B,B,D,C,B,D,A
20106864,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
4654222,D,B,D,C,B,D,D,D,B,D,A,D,A,D,A,D,D,B,B,A,B,B,D,D,B,A
19745840,B,B,C,C,B,B,C,D,B,C,B,A,B,C,C,B,C,B,D,A,B,B,C,D,D,B
20125354,B,A,C,B,C,B,C,B,C,C,B,C,B,B,B,C,B,C,B,B,B,B,C,A,C,D
20165659,A,B,A,B,C,B,B,A,B,B,C,B,B,C,B,B,B,B,B,B,B,B,A,A,D,B
6872932,D,D,B,C,C,B,B,A,D,C,B,C,A,C,C,D,D,D,A,A,C,C,C,C,D,C
19926931,C,A,D,B,C,A,D,D,B,C,A,A,B,C,B,C,A,A,A,B,C,D,D,A,A,C
19813009,D,D,D,D,A,B,C,B,A,C,C,D,C,D,D,C,C,A,D,C,A,C,D,A,C,B
19953813,C,C,C,C,C,C,D,B,A,C,B,B,C,B,B,A,C,C,C,B,A,A,C,C,C,C
960865,A,A,A,B,B,A,A,A,A,A,D,A,A,A,A,B,A,A,A,B,B,D,B,A,A,A
19763250,B,A,B,D,C,C,D,A,D,A,B,C,A,C,A,A,A,D,A,B,B,B,C,A,D,B
19720377,B,B,B,B,B,D,D,B,B,D,D,A,B,C,A,C,C,B,A,B,C,B,C,B,A,C
19864157,A,A,A,C,D,A,A,A,C,A,D,D,A,D,D,A,A,B,A,D,D,D,B,D,A,D
5012388,C,A,A,A,A,C,A,B,A,D,A,B,D,A,D,B,C,D,C,B,B,B,C,B,B,A
19981092,A,C,D,C,D,C,D,A,A,B,C,A,D,C,C,D,A,A,B,D,D,D,C,D,A,B
19930660,A,A,B,A,D,A,D,C,D,D,D,A,B,D,D,D,C,A,D,A,B,C,D,D,B,D
2693712,C,C,C,C,C,B,C,D,D,C,D,A,B,C,B,D,A,B,C,D,C,B,C,A,D,B
10201794,C,C,C,B,C,D,D,A,B,C,A,C,B,B,D,D,A,B,A,B,A,B,C,A,D,C
5104491,C,A,C,B,B,C,C,D,D,C,D,B,B,D,A,C,A,B,D,A,B,B,C,A,D,C
19780011,B,A,B,C,D,D,C,A,D,D,B,A,A,D,B,D,C,B,A,C,C,D,A,D,D,D
4839743,A,B,B,C,D,C,B,A,C,B,B,B,D,B,A,B,B,C,D,B,A,D,B,A,D,C
6868926,A,B,A,B,B,A,A,D,B,D,A,A,A,A,B,A,A,A,A,B,A,B,A,D,A,B
6877999,A,D,C,C,D,A,D,C,D,C,D,B,D,C,A,B,D,A,A,A,B,C,B,C,A,C
7321809,C,B,B,D,B,D,B,B,D,A,C,B,B,B,D,C,C,A,C,C,B,B,B,C,D,B
5826068,C,C,C,A,B,C,C,B,C,D,C,D,B,A,A,C,C,C,B,A,A,D,A,C,A,A
6338604,C,C,C,C,A,B,B,B,B,D,A,B,B,C,B,A,C,B,B,A,A,C,C,A,A,A
20037244,A,A,A,B,A,A,A,B,B,A,A,A,A,A,A,B,A,A,C,A,C,B,A,D,A,B
4436997,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A
19882694,C,A,C,C,C,D,B,D,B,C,D,B,A,D,B,A,A,B,C,D,B,B,B,A,A,C
19726814,B,A,D,B,C,A,D,A,A,C,C,B,C,C,B,D,A,B,D,A,B,B,C,B,C,B
19938377,B,A,C,B,A,B,B,C,B,C,C,C,B,B,C,C,C,B,A,A,A,A,C,C,A,A
4952207,A,B,B,A,A,A,C,A,B,A,B,A,B,B,A,A,B,B,A,D,B,B,B,B,B,B
19950055,B,A,A,A,B,A,D,D,C,B,B,B,B,C,A,D,B,A,A,B,B,B,C,C,C,C
19903832,C,A,C,C,A,B,B,D,B,C,D,B,B,C,A,A,A,B,A,C,B,B,A,A,D,C
19971748,A,B,C,B,B,B,D,B,B,D,C,C,B,D,A,B,C,B,B,D,B,D,C,B,D,A
19990956,D,D,B,B,B,D,C,B,D,A,B,B,B,B,A,A,D,C,D,C,B,B,D,A,A,A
3102560,A,A,A,B,A,C,D,C,C,C,C,D,B,A,A,C,B,A,D,C,B,A,C,B,C,D
4367863,B,A,C,B,C,C,A,B,B,C,B,A,C,A,B,A,B,B,B,A,B,B,B,C,A,B
7298960,C,A,A,D,B,C,D,D,B,C,A,A,C,A,A,A,B,B,B,D,C,D,B,C,D,A
20167017,C,C,B,D,A,B,B,B,C,B,D,A,A,C,C,B,C,B,B,D,A,A,A,D,A,C
3006623,C,B,C,C,B,A,A,A,B,A,D,B,A,C,A,A,C,B,A,A,B,B,A,A,A,C
3565568,C,A,B,A,A,C,B,C,B,C,D,C,B,B,A,A,A,B,B,D,B,C,A,A,D,C
4213657,B,B,C,C,D,C,C,C,B,D,A,C,B,D,C,B,B,B,A,B,B,B,C,D,C,A
20010933,C,A,A,C,A,C,B,D,D,C,D,B,B,D,A,D,A,B,B,D,C,B,A,A,D,C
3857425,D,D,C,C,A,A,B,C,D,D,D,A,A,B,B,D,A,B,C,D,C,D,B,C,C,D
2653459,B,A,B,B,B,A,B,B,B,A,A,B,A,D,A,A,B,A,A,A,A,A,A,A,A,A
20179699,C,A,D,B,B,D,B,B,C,C,D,B,B,D,A,A,A,B,A,B,B,B,A,A,A,C
19790946,A,C,A,B,C,A,A,B,D,D,C,B,A,B,A,A,B,B,C,D,A,C,A,B,A,D
19792664,C,C,C,B,C,C,D,D,C,D,C,C,A,C,C,B,B,A,D,A,A,C,D,A,D,A
3875820,B,D,A,B,D,C,B,A,D,A,A,A,B,B,C,D,A,A,B,A,C,D,D,A,D,C
3558587,C,A,A,A,B,A,D,D,D,B,B,A,B,D,A,A,A,B,C,D,B,B,C,C,A,C
19851963,A,D,B,A,C,A,D,B,B,A,D,B,C,D,D,B,D,B,D,B,D,C,C,A,A,A
19729445,B,A,B,A,A,B,B,A,D,B,A,D,B,B,B,C,B,B,A,D,C,D,A,B,D,C
20145065,B,A,A,C,D,C,D,D,B,C,A,A,B,C,A,D,C,A,A,B,D,C,C,C,D,B
5485103,C,A,C,A,B,D,D,A,C,B,B,D,A,C,A,A,A,B,B,B,C,B,A,A,D,A
6873974,A,C,B,A,A,B,C,B,B,D,B,A,B,B,A,A,B,D,C,A,A,D,A,B,A,C
6869795,B,D,C,C,A,B,D,B,B,A,D,B,B,B,A,A,B,B,C,D,C,D,C,B,A,C
19843525,D,C,C,C,C,C,B,C,C,C,C,C,A,C,C,C,B,C,B,C,C,C,C,C,B,C
19757652,D,B,B,C,C,D,A,D,A,D,D,D,D,D,D,A,D,D,B,A,A,A,C,D,B,D
3669787,B,A,B,C,A,A,D,D,B,A,D,A,A,A,B,A,C,B,B,A,B,B,C,A,A,A
19987357,D,D,A,B,D,C,D,C,B,D,A,C,A,B,B,C,C,A,A,A,D,D,C,C,C,D
7279945,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A
5035135,C,A,C,C,A,D,D,D,B,C,A,B,B,D,A,A,A,B,B,B,C,B,C,A,B,B
19811623,B,A,C,B,B,A,B,B,B,A,C,A,A,C,C,D,A,B,A,D,D,B,D,A,B,C
2692898,C,B,C,C,B,C,B,B,A,C,C,C,B,C,C,C,A,B,C,C,B,D,C,B,D,A
4769083,B,A,B,A,B,A,D,A,B,A,B,C,B,B,B,C,C,B,A,B,A,D,C,C,A,C
19795737,A,B,B,D,B,C,A,A,A,A,C,A,B,B,A,C,A,D,A,B,A,D,A,B,A,D
20113804,C,B,D,B,C,D,A,B,C,D,B,D,A,B,B,C,D,B,B,A,B,A,D,A,A,A
4658655,B,A,B,A,C,B,B,B,D,A,C,A,B,A,C,B,C,B,A,D,B,C,C,C,B,B
4766224,C,D,A,A,D,B,A,A,A,C,A,C,D,A,B,B,B,A,B,A,A,B,B,A,A,C
20076883,D,D,C,D,A,D,A,C,B,B,B,D,D,D,A,A,D,A,C,B,B,D,A,C,B,D
4659910,A,A,B,B,B,B,B,A,C,D,C,B,B,C,B,B,C,C,A,C,C,C,B,C,B,C
6012163,C,A,A,C,B,B,A,B,B,A,B,D,A,A,B,A,D,A,B,A,D,A,A,C,D,C
19961327,B,B,B,C,C,A,D,C,D,A,B,B,C,C,A,A,B,B,B,B,C,A,A,C,D,C
19788438,C,B,C,B,C,C,B,B,B,A,B,D,B,A,C,B,B,B,B,C,C,C,B,D,C,D
2590491,B,C,B,C,C,C,D,B,B,B,B,C,A,B,C,B,A,A,B,C,A,D,A,D,A,B
19750419,C,A,A,C,D,B,B,B,D,C,D,B,B,C,B,A,A,B,A,C,B,B,A,A,D,B
2789783,C,A,C,A,B,A,B,B,B,A,A,A,B,A,B,C,A,C,A,A,C,A,B,B,A,B
6652066,C,D,B,A,D,D,A,C,D,C,C,B,B,B,B,C,B,A,D,C,D,D,B,B,D,B
19971012,C,A,C,C,A,D,B,D,D,C,D,B,B,C,A,A,A,B,B,C,C,B,A,A,A,C
10191565,C,D,C,C,B,B,B,D,B,C,D,B,B,C,A,A,A,B,B,A,B,B,A,A,A,A
19896583,D,C,D,B,D,B,D,B,D,C,B,D,B,A,A,B,B,D,C,A,A,C,C,A,D,B
4658563,B,A,A,A,A,A,D,A,A,A,B,A,A,A,C,D,C,A,A,A,A,D,C,A,D,C
19859893,C,A,C,C,B,A,B,D,D,C,A,B,B,D,B,B,A,B,A,B,A,D,C,A,A,B
10266269,C,D,A,D,B,C,C,C,B,C,C,B,B,C,B,B,B,B,B,B,C,B,B,B,C,C
5137229,B,B,B,B,B,C,B,D,C,D,C,D,A,C,A,D,D,D,C,B,C,D,C,C,A,C
20082810,C,B,C,C,D,B,D,B,A,C,C,B,B,D,D,C,A,A,B,A,B,B,A,B,C,D
19795973,C,A,C,C,C,D,D,D,D,A,D,C,C,C,A,D,A,B,B,A,A,B,C,A,C,A
19983104,B,A,A,B,B,B,D,B,B,A,B,A,A,C,B,A,A,C,A,C,B,C,B,A,D,B
2774827,B,A,B,A,A,B,A,C,B,A,D,B,B,A,A,D,A,B,C,B,B,D,A,C,C,C
19948372,D,C,D,D,D,D,D,C,C,B,B,B,C,B,D,C,D,D,D,C,A,B,C,C,C,D
19810882,B,D,A,C,B,D,B,B,B,A,C,A,A,A,C,D,D,A,B,B,A,D,C,B,D,D
5203917,C,A,C,C,C,C,D,C,D,A,A,B,D,D,A,C,C,B,B,B,C,B,B,D,D,D
3219195,C,A,C,C,A,C,D,D,D,A,C,A,B,C,A,A,D,B,A,A,B,A,A,A,A,C
19930618,D,D,C,A,C,C,B,D,D,D,B,C,A,A,A,B,D,A,C,A,B,B,A,D,A,C
19720002,C,A,B,C,A,C,A,D,D,C,D,B,D,C,B,A,A,B,C,C,B,A,C,A,D,C
19762128,A,B,B,B,B,A,B,B,B,C,A,A,B,A,B,B,A,B,B,D,C,B,C,C,A,B
19914691,A,C,A,A,D,B,B,B,C,D,C,A,A,A,A,A,B,A,A,A,B,D,A,B,A,C
5718358,A,B,B,C,A,A,D,A,C,B,B,C,B,B,A,A,B,C,B,A,B,A,C,B,A,A
6438637,B,C,C,D,B,C,A,B,B,A,D,A,A,B,A,D,A,B,B,D,A,B,C,A,A,B
2687526,A,A,B,B,B,C,A,B,C,C,D,A,B,B,A,A,A,B,C,B,B,A,C,A,A,B
19903034,C,A,C,D,B,D,B,B,D,A,D,B,A,B,A,A,A,A,C,B,A,A,B,D,D,A
19756799,C,A,C,A,B,A,A,D,D,A,B,B,B,A,C,A,A,A,B,C,A,D,A,A,C,B
6867537,C,A,B,A,D,C,C,D,B,B,C,B,D,A,B,C,D,A,C,A,D,B,B,B,D,C
6873327,C,B,D,D,B,A,D,D,A,B,D,D,A,A,B,D,B,C,D,A,A,A,A,A,D,C
6658432,B,C,C,C,B,B,D,B,D,D,A,B,B,D,A,D,B,B,A,A,B,C,C,B,B,A
19993934,C,D,C,C,D,B,A,D,A,C,D,B,D,B,A,A,A,C,D,C,D,A,D,A,A,A
19761025,A,C,A,D,B,C,B,D,C,B,D,D,B,D,A,D,D,A,C,C,B,A,C,D,D,A
19801503,B,A,D,D,A,D,B,D,D,A,D,B,B,A,A,D,A,A,A,D,A,A,A,A,A,B
