NIE,G1-MAT1,G1-MAT2,G1-MAT3,G1-MAT4,G1-MAT5,G1-MAT6,G1-MAT7,G1-MAT8,G1-MAT9,G1-MAT10,G1-MAT11,G1-MAT12,G1-MAT13,G1-MAT14,G1-MAT15,G1-MAT16,G1-MAT17,G1-MAT18,G1-MAT19,G1-MAT20,G1-MAT21,G1-MAT22,G1-MAT23,G1-MAT24,G1-MAT25,G2-MAT26,G2-MAT27,G2-MAT28,G2-MAT29,G2-MAT30,MATEMÃ_x0081_TICA Y DATOS,contar
20309446,D,D,,,A,A,A,A,C,A,C,D,A,A,A,A,A,D,A,C,B,B,A,C,,C,A,C,C,A,12,27
20248724,B,C,A,C,B,C,,,,A,C,D,B,A,B,A,A,B,A,D,A,B,B,A,C,B,B,A,D,C,10,27
20106708,D,D,A,A,B,A,B,C,C,B,B,B,B,C,D,A,B,B,A,B,B,B,A,B,C,B,,,D,,12,27
5002528,A,B,A,,A,A,A,B,,B,C,D,A,A,D,A,A,A,A,C,C,A,C,B,A,,C,B,D,B,8,27
20039248,C,D,D,B,B,A,D,A,B,B,C,,A,B,B,C,A,,D,C,C,,B,D,A,C,B,B,C,B,8,27
20199484,C,D,C,,C,A,D,,D,A,C,B,B,B,B,D,B,D,D,,D,A,B,B,B,B,B,D,B,D,7,27
20330754,B,D,A,A,A,A,A,C,B,A,D,D,B,A,A,A,B,D,A,D,A,C,D,A,A,B,,D,,,12,27
20186149,,D,,C,A,A,C,,D,C,D,D,A,A,D,B,B,C,A,B,B,B,C,A,A,A,A,D,C,B,9,27
20034265,D,D,B,B,,B,,A,C,,D,D,C,A,D,A,A,A,A,B,A,B,C,C,A,B,B,A,A,D,13,27
10005888,D,A,A,A,A,A,B,B,D,A,B,B,A,B,B,A,,A,A,B,A,,C,C,A,C,,A,D,D,12,27
10005899,A,C,,A,A,A,B,B,B,,B,D,B,,C,A,A,D,A,A,D,A,B,A,B,A,B,A,B,A,7,27
20059078,A,D,B,A,A,A,A,A,A,A,D,D,A,A,A,,A,D,,C,D,D,A,C,A,B,A,,A,C,8,27
20124941,D,D,B,C,B,A,A,D,B,,,A,B,B,B,A,C,D,A,B,A,A,C,,B,C,D,A,C,B,15,27
20210204,D,D,A,B,A,B,B,B,D,,,D,B,B,C,A,C,,A,D,B,B,C,B,B,A,A,A,A,A,10,27
20213941,B,,C,A,,C,B,A,B,A,D,D,B,D,A,A,B,B,A,B,B,D,B,C,B,,A,A,B,C,13,27
20213946,D,D,C,B,A,A,C,B,,,C,D,C,B,A,C,C,D,,D,C,C,C,C,C,C,A,A,A,C,11,27
20223769,A,D,A,D,A,D,D,A,B,A,C,D,D,B,D,A,D,A,B,C,,A,A,C,B,D,C,,A,,7,27
20213792,D,D,A,A,A,A,C,A,B,A,,D,B,B,,A,B,D,A,B,,A,C,C,B,C,D,A,A,D,16,27
20128177,D,D,A,D,D,A,B,B,,C,C,B,D,,A,A,D,D,A,A,C,,C,C,B,B,D,A,C,A,13,27
19939055,A,A,,A,C,C,B,A,B,,C,D,,B,B,A,B,A,A,B,B,A,C,C,A,B,D,A,C,B,13,27
20213931,A,D,B,B,B,A,B,B,,A,C,D,B,B,C,A,B,,A,,A,A,C,C,B,B,D,B,A,C,13,27
20213932,D,D,A,A,,A,B,B,B,A,C,B,D,B,A,A,B,D,A,B,A,A,C,C,B,C,,A,,C,17,27
20176539,A,D,A,B,C,C,A,A,B,C,,A,B,D,A,,B,,A,D,A,C,D,A,A,B,B,A,B,C,18,27
20176543,A,A,A,B,C,C,A,A,,C,,A,,D,A,D,B,C,A,B,A,B,A,D,B,B,C,D,B,B,14,27
20176555,D,D,,B,C,A,,A,B,C,C,A,B,D,A,A,B,C,A,B,A,B,A,,B,A,C,B,A,D,18,27
20295440,A,C,C,B,C,D,B,A,,C,,C,B,D,B,A,B,C,A,B,,A,B,B,B,A,A,C,B,B,10,27
20386725,A,D,C,A,,D,B,B,C,C,C,A,B,B,B,B,B,,C,B,C,,A,C,B,A,D,A,B,B,11,27
3298687,B,D,B,A,A,A,,C,B,A,C,,B,B,D,A,B,B,A,C,D,A,B,B,,B,A,C,C,C,10,27
20063920,A,B,D,B,B,C,C,D,C,,B,B,,B,B,B,C,B,A,A,A,B,B,D,B,B,D,,B,B,7,27
20211476,,C,A,D,C,D,A,C,,A,C,D,D,A,C,A,,D,A,C,D,B,C,C,A,A,D,A,D,A,12,27
20034277,D,D,A,B,C,A,A,A,B,C,C,A,B,B,A,,B,D,A,A,A,B,,C,,B,D,C,B,A,21,27
20123311,D,,A,A,B,B,A,A,,A,A,,B,C,B,A,B,B,A,D,B,B,C,C,A,C,D,A,B,C,19,27
6137084,D,D,A,,C,A,A,A,B,C,C,A,D,B,A,A,,D,A,B,A,A,C,C,A,A,D,,B,B,21,27
20211426,B,,A,B,A,A,A,,A,A,D,A,D,B,A,B,A,C,A,C,A,,D,A,C,A,A,A,C,C,10,27
20269923,A,D,A,A,A,C,C,,B,,B,B,A,C,A,B,B,,A,D,C,A,A,B,A,A,B,C,B,B,9,27
19921861,,D,A,B,C,A,B,B,A,C,C,A,A,C,A,,C,D,A,,A,D,D,D,A,B,D,C,B,C,16,27
20169812,C,A,D,C,C,A,A,A,A,A,D,D,A,A,,A,B,B,A,B,B,A,,D,,A,A,A,A,A,10,27
20125026,,B,C,D,D,D,A,C,A,A,C,B,D,B,C,A,B,C,A,C,B,A,A,C,A,B,D,,,A,8,27
20164398,D,,A,A,D,A,C,B,D,B,C,D,D,D,D,C,A,B,,B,,A,C,C,A,C,D,A,B,D,13,27
20128208,D,D,,B,C,A,A,A,B,B,C,A,B,,A,A,B,C,,B,B,B,C,C,A,C,D,A,B,C,24,27
20186382,D,D,A,B,C,,A,A,B,C,C,A,B,C,A,A,B,D,A,B,A,B,C,C,A,C,D,A,,,26,27
20196045,B,D,A,B,A,C,C,C,B,A,C,D,C,A,B,A,C,B,A,,B,C,,D,,C,A,A,B,C,12,27
20047579,D,D,,A,,D,A,B,D,A,,D,A,B,D,A,C,C,A,A,C,A,C,C,B,C,D,C,C,C,10,27
20181445,D,C,A,B,A,A,B,A,,A,D,B,B,C,D,A,,B,,C,A,B,B,C,A,C,B,A,C,A,15,27
20047577,D,D,A,B,D,A,A,A,B,C,C,A,B,C,A,A,B,,B,,A,,A,C,A,C,D,A,B,B,23,27
10225573,D,A,A,B,D,A,A,A,,C,,A,B,C,A,A,B,,B,B,A,B,C,C,A,C,D,A,C,A,22,27
10225576,A,D,A,B,D,B,A,C,B,C,B,D,B,A,C,A,A,D,A,A,,D,C,,,D,A,A,B,A,12,27
19780729,A,C,A,B,D,A,A,D,B,A,C,A,B,B,,A,A,B,,D,A,B,C,B,,A,C,A,A,B,14,27
20027872,A,D,B,B,A,D,A,C,,C,D,D,B,A,A,A,B,B,A,B,A,B,C,C,B,,,A,A,C,17,27
10447373,B,C,D,B,A,B,C,B,A,A,A,D,B,A,A,A,A,B,A,D,A,C,B,B,C,,A,,A,,7,27
20071488,B,C,A,A,A,A,D,C,B,A,,D,B,A,A,B,C,,A,D,B,A,A,A,A,,A,B,D,B,7,27
20330610,D,D,B,B,C,A,B,B,C,A,C,D,B,B,D,A,A,C,A,C,D,B,D,D,C,,C,C,,,10,27
20191337,D,D,A,B,A,D,A,B,A,A,D,D,B,,C,B,B,C,A,A,C,A,A,B,C,B,A,,,B,8,27
20049695,C,B,B,B,C,D,B,C,D,,C,B,D,D,B,,B,,B,D,D,B,B,A,D,B,B,C,D,B,5,27
19937890,D,D,D,A,,A,D,B,A,A,C,C,A,,C,A,A,A,C,C,C,A,B,A,B,B,,C,A,A,5,27
20014940,D,D,A,A,B,A,,A,A,A,C,D,,B,C,B,B,A,A,,A,A,A,C,A,B,D,A,C,A,13,27
20071515,,D,A,D,B,D,D,B,D,A,A,D,D,A,,A,B,B,A,C,B,,C,A,B,A,C,B,D,D,7,27
20063783,D,D,A,A,A,A,A,C,B,A,,D,A,B,A,,B,C,,C,D,B,B,B,B,D,D,B,D,C,11,27
20049703,A,D,A,B,A,A,A,C,B,C,C,D,,B,A,A,B,D,A,B,A,B,D,B,C,,A,,A,C,16,27
20380822,B,D,A,A,,,A,C,B,B,D,A,A,C,A,A,B,D,B,A,B,A,D,A,C,,B,B,A,C,10,27
20034257,A,B,A,B,D,A,A,,B,,C,D,B,C,A,A,B,D,A,,A,B,C,C,B,C,D,A,B,C,21,27
6137017,A,B,A,B,A,C,C,B,D,,,D,B,D,B,A,C,A,A,C,A,B,B,D,D,,A,B,D,D,7,27
20213086,A,C,B,A,A,A,A,,B,C,D,B,B,B,,C,C,D,D,C,D,A,D,B,C,B,D,A,C,,7,27
20376831,A,D,,A,A,A,D,B,B,C,C,D,D,A,A,A,,B,A,C,B,B,D,B,B,A,,B,A,A,10,27
20063764,C,C,C,A,B,A,A,D,D,D,,D,C,C,A,A,B,D,,C,B,,C,B,C,D,B,C,B,D,8,27
19937309,D,D,A,B,C,A,A,A,B,C,C,,B,C,A,A,B,,A,A,A,C,C,C,A,A,A,C,B,,22,27
19934204,D,D,A,B,,A,A,,B,C,C,A,B,C,A,B,B,D,A,B,,B,C,C,A,C,B,A,B,A,23,27
20063772,A,D,A,A,,A,A,A,D,A,,A,D,A,B,,B,D,A,B,A,C,C,B,B,A,D,A,D,D,13,27
20026651,A,D,A,D,A,B,A,D,A,C,C,D,D,A,D,A,A,C,A,C,C,C,B,D,A,,,B,,C,9,27
20235221,A,D,A,B,C,A,C,A,C,B,B,D,A,,C,,C,C,,B,C,B,A,B,C,A,D,D,B,B,10,27
20216714,A,C,C,A,A,A,A,A,A,B,,D,C,B,A,A,A,D,A,B,,A,B,C,B,B,A,,D,B,8,27
20235252,C,A,C,B,A,C,C,C,C,A,B,A,B,B,D,D,C,A,D,C,A,C,B,D,B,B,,,,C,5,27
20027258,A,D,A,C,A,A,A,B,B,D,C,D,,C,A,A,B,C,A,,A,B,C,,A,C,A,C,B,A,17,27
10242399,D,D,A,D,C,C,,C,D,,C,D,D,B,B,A,B,B,A,B,C,B,A,C,D,A,D,,A,C,14,27
20295248,D,D,A,A,D,C,A,C,B,,C,D,B,B,A,A,A,,A,,D,A,C,C,A,C,D,A,C,C,17,27
20028798,,D,A,D,D,A,D,A,D,C,A,D,B,B,A,A,D,,A,B,A,A,C,B,A,B,D,A,,D,15,27
10051089,D,A,A,A,C,A,A,A,B,B,B,D,B,B,B,A,C,D,A,B,D,,B,C,A,,,A,D,B,14,27
20088396,,D,A,A,A,B,B,,B,A,D,D,B,A,A,A,B,D,A,C,B,,A,B,B,B,A,A,D,A,9,27
20204773,D,D,A,B,C,A,A,A,B,C,C,A,B,C,A,A,B,D,A,B,,B,C,C,A,,B,A,,C,25,27
20034655,,D,A,A,D,C,A,A,B,A,C,D,B,B,B,A,B,D,A,B,,C,B,A,B,B,,C,D,C,12,27
20186055,A,D,A,B,,C,,D,A,A,D,D,B,B,A,B,B,B,,C,B,A,B,B,B,A,A,D,C,B,7,27
20181281,D,D,A,A,B,A,C,A,A,B,C,D,A,,B,,C,A,A,A,A,D,B,A,A,A,A,A,A,,10,27
10082015,B,D,A,,A,A,A,C,B,C,C,B,C,B,B,D,,,A,B,C,A,B,A,B,A,A,B,A,D,9,27
10016833,A,B,,A,A,A,A,A,B,C,C,B,D,B,B,C,B,D,A,B,D,,B,D,B,C,,A,B,D,12,27
10014750,C,D,A,B,A,D,A,,B,,C,B,B,,A,A,B,A,A,B,B,B,C,C,B,C,D,A,B,C,20,27
20026944,A,C,B,D,C,,A,A,D,,C,D,B,A,A,D,B,A,C,A,C,A,C,,B,B,D,C,B,D,10,27
20349415,D,,A,B,A,C,A,,A,C,C,C,B,B,A,A,B,,A,B,D,B,B,C,C,C,D,A,D,C,18,27
20354972,A,D,A,A,A,A,A,A,,B,C,B,B,B,A,A,D,D,,D,A,D,D,B,B,C,,D,A,C,12,27
20181223,A,D,,D,D,D,A,,C,C,C,,D,A,B,A,B,C,A,B,C,A,C,D,A,A,D,A,C,A,12,27
20059044,,D,B,C,A,D,C,D,B,A,C,,C,A,C,A,B,D,A,B,D,,C,D,B,A,B,B,A,D,8,27
20104325,C,D,D,C,C,A,A,D,A,A,D,D,C,C,B,A,B,D,A,A,B,A,C,A,A,A,,,A,,10,27
5821150,A,D,B,A,A,A,A,,D,A,C,A,A,A,B,A,,,B,C,A,B,B,C,B,B,A,B,D,B,9,27
20032817,A,D,A,A,A,A,B,,A,A,B,B,D,,B,,A,D,B,D,B,B,A,B,B,A,C,C,C,B,4,27
20036052,A,A,,B,B,B,A,B,A,A,,D,A,A,A,A,A,A,A,,D,D,B,B,D,A,C,A,C,B,6,27
20317979,,A,A,A,A,A,A,A,B,A,C,,B,B,A,A,A,D,A,C,B,A,D,C,C,A,D,A,,A,13,27
20183129,A,D,B,B,C,A,,A,B,,C,A,B,C,A,A,,B,A,B,A,B,B,C,A,B,B,D,C,A,19,27
20183162,D,D,D,B,A,A,A,B,,C,C,A,C,B,B,,A,D,A,A,A,A,,C,C,D,D,B,A,C,13,27
10177126,D,D,B,D,A,C,A,A,B,C,C,D,C,B,D,A,A,D,A,B,C,B,A,,B,,,A,D,D,12,27
20357998,D,B,A,B,D,C,D,C,C,A,C,,B,B,B,B,B,,A,,B,D,C,B,A,D,D,A,A,B,11,27
20209718,A,C,A,B,B,A,A,C,B,,C,D,,B,B,A,,B,A,A,A,A,C,B,A,A,A,C,D,C,13,27
20207583,B,C,,A,,,A,A,B,C,C,D,B,A,A,A,B,D,A,B,B,B,D,B,A,A,D,C,D,D,14,27
20193830,B,D,A,C,A,C,,B,B,A,C,D,D,,C,A,A,C,A,A,A,A,A,,A,A,B,A,D,A,9,27
20366939,D,D,,B,D,,A,A,D,A,C,D,A,B,B,,B,D,A,A,B,A,D,D,A,D,D,B,B,A,11,27
20298735,C,C,A,D,B,A,A,A,C,B,C,D,,A,B,A,A,A,A,,A,A,C,B,,A,B,A,D,B,10,27
20223508,A,D,D,,A,D,D,B,D,B,C,C,B,B,,C,D,D,A,C,A,C,D,C,,B,D,D,A,D,7,27
20080015,A,D,B,C,A,D,D,D,A,A,A,A,B,A,C,A,A,A,A,C,A,A,B,D,B,,A,D,,,6,27
20348625,D,,A,A,A,A,C,A,A,A,C,D,,A,A,A,A,D,,C,D,A,D,A,B,B,C,A,B,A,9,27
20204288,D,D,B,A,D,A,A,A,B,A,C,A,B,C,,A,D,D,A,B,A,A,C,,,C,D,A,A,C,19,27
20204283,A,D,A,,,A,A,C,A,A,C,D,B,A,A,A,A,D,,A,A,C,D,A,B,C,A,A,B,A,12,27
19811633,A,D,A,A,A,,A,B,D,B,B,A,C,A,C,A,B,D,A,C,D,B,C,,C,C,C,A,,D,11,27
20119592,C,D,A,B,A,A,D,,C,A,D,,C,B,C,D,,C,A,B,B,A,C,C,A,C,D,C,A,C,12,27
20227545,,B,A,B,A,C,C,C,A,C,C,A,B,B,A,C,B,D,A,C,,B,B,,A,B,C,A,D,C,13,27
20373921,D,,B,A,A,B,A,C,B,B,,A,A,A,A,A,B,B,A,A,C,,A,A,B,C,D,D,A,B,11,27
20069408,D,D,A,B,C,A,,A,B,C,C,A,B,C,A,A,D,,A,A,A,,C,C,A,C,D,C,B,C,24,27
19881657,B,A,B,B,A,A,A,A,B,C,C,C,B,C,B,A,B,,A,B,,B,D,,C,B,B,A,D,B,15,27
20029651,B,D,B,B,A,A,A,,B,C,C,,B,C,B,A,,B,A,B,A,B,D,B,B,A,A,B,B,B,16,27
20198925,D,D,D,,D,A,A,A,B,B,D,C,,B,A,,A,A,B,B,A,A,C,C,A,C,D,A,B,A,16,27
20138259,D,D,A,B,D,C,A,A,B,A,D,C,B,B,A,A,B,B,A,B,A,,C,C,A,,D,,B,C,21,27
20348389,D,D,A,B,C,A,A,,B,C,C,A,B,C,,,B,D,A,B,A,B,C,D,A,A,D,A,A,C,23,27
20314493,A,A,D,D,A,B,,C,D,,C,B,,A,C,A,A,B,A,C,C,A,D,C,A,B,D,A,D,C,9,27
20267862,D,D,A,,D,C,,A,B,,C,A,B,C,A,A,B,D,A,B,C,B,C,C,A,C,D,C,B,C,22,27
20199868,A,D,,,D,A,D,D,B,,C,D,B,B,A,A,B,B,A,D,D,B,B,D,C,A,D,C,A,C,13,27
20249338,A,B,,B,,C,B,A,A,A,D,D,C,B,,A,A,A,A,B,A,B,B,A,B,A,A,B,C,A,7,27
20047235,C,B,B,B,B,A,,C,B,B,,D,B,B,A,A,B,D,A,D,C,A,C,,B,B,B,D,B,C,11,27
20042007,D,A,A,B,A,A,A,D,A,C,C,A,D,B,A,A,B,D,,D,A,B,D,C,A,,D,C,,A,16,27
10012976,A,B,A,B,C,B,B,A,A,A,B,B,B,B,B,A,C,C,A,C,A,B,B,A,B,B,,A,,,10,27
20100861,D,D,B,D,C,A,A,A,B,C,C,B,B,C,B,A,C,D,A,B,A,D,C,C,A,C,,,B,,20,27
20106525,C,D,A,B,C,A,A,A,B,C,C,A,,C,A,A,B,D,A,A,A,B,D,C,A,C,,,A,D,21,27
20106526,,D,A,B,C,A,A,A,B,C,C,A,,C,A,A,B,D,A,B,A,B,C,,A,A,D,A,D,C,24,27
20106484,D,D,A,B,,A,A,A,B,C,C,B,B,B,A,A,B,D,A,D,A,B,C,A,A,,A,A,A,,20,27
20114238,D,D,A,B,C,A,A,A,B,C,D,A,B,C,A,A,B,C,A,B,A,B,B,C,A,,D,,,C,24,27
20053635,D,D,A,B,C,A,,D,B,,A,A,B,B,A,,B,A,A,B,A,B,C,C,A,C,A,A,C,C,21,27
20053643,D,D,A,,C,A,D,D,B,C,A,A,B,B,A,A,B,C,A,B,A,B,,C,,C,A,A,C,C,20,27
20013013,C,D,C,A,C,A,A,C,A,C,C,,B,B,A,A,A,D,A,B,D,C,C,A,B,,,C,A,A,12,27
20013049,A,D,,D,B,A,A,,B,C,C,A,B,B,D,A,A,D,A,B,,B,C,C,A,A,D,A,B,C,19,27
10041276,,D,A,B,,A,A,A,B,A,C,A,B,C,A,A,B,D,A,B,A,B,C,C,A,,B,B,B,A,22,27
20148801,A,,B,A,A,C,A,A,B,C,C,A,,A,A,A,B,D,A,C,C,A,B,C,B,B,B,C,,C,12,27
20148799,D,D,A,B,D,,A,,B,C,C,A,B,D,A,A,B,B,A,B,A,B,D,C,,C,D,A,B,C,24,27
20175753,D,B,A,B,C,,A,B,B,A,C,A,B,,A,A,A,D,A,B,A,A,C,,B,C,D,A,B,C,20,27
20047764,D,D,A,B,C,A,A,A,,B,C,A,B,D,A,A,B,D,B,B,A,,C,,A,C,D,A,A,C,22,27
20169071,,B,,B,C,A,,A,B,C,C,A,B,C,A,A,B,B,C,B,B,B,C,C,A,C,D,A,B,C,24,27
20104438,A,D,C,A,A,D,A,C,B,A,C,D,B,A,,A,A,D,A,,,C,A,C,A,B,B,C,A,A,9,27
20253659,D,D,C,D,,B,B,B,,A,C,D,A,B,D,C,A,C,B,A,C,,C,D,B,B,A,C,C,C,5,27
20403875,D,A,A,A,A,A,,,B,B,C,A,B,B,B,A,B,D,A,A,A,B,C,D,A,A,D,,B,C,17,27
10007800,A,D,A,B,A,A,A,B,B,A,C,D,B,A,A,A,B,B,A,B,B,B,C,A,C,,A,,A,,16,27
20371451,D,D,B,B,B,A,A,,B,B,,B,B,C,A,A,B,C,C,D,A,B,C,B,,D,A,A,C,B,15,27
10069787,,D,A,B,D,C,A,B,C,B,B,B,B,B,,,B,B,B,C,B,A,B,C,A,B,B,B,B,B,10,27
19849715,A,D,A,A,B,D,D,C,D,B,C,D,,A,C,D,A,B,C,D,C,B,,C,A,D,B,C,C,,7,27
20278472,D,D,B,A,A,A,C,C,C,B,D,D,B,C,B,C,C,D,A,,C,B,C,C,A,,C,A,A,,11,27
20272584,A,,A,A,A,B,A,B,B,A,D,B,B,C,B,A,A,B,A,A,A,A,D,A,A,B,,A,,C,12,27
10023531,D,D,A,A,D,A,D,A,B,C,C,,,B,,A,B,C,A,B,A,B,C,C,B,C,D,A,A,C,20,27
10146814,B,D,B,B,A,A,A,,A,B,C,D,D,A,B,,A,A,A,C,C,,C,C,D,A,C,B,C,D,8,27
20371456,C,C,A,B,B,,A,B,B,A,C,A,,C,A,A,D,C,C,D,A,D,,B,A,C,C,A,B,B,14,27
10277897,A,D,A,B,A,A,A,C,,A,C,B,D,A,C,A,C,A,,C,A,B,C,,B,D,A,A,D,A,11,27
10148491,D,D,B,B,A,A,,A,B,,C,A,B,B,A,A,B,D,A,B,A,,C,C,A,C,D,A,B,C,23,27
20074631,A,C,A,C,C,,B,C,D,C,B,C,B,B,B,B,,,A,B,B,B,C,B,C,B,B,B,D,D,8,27
20246511,A,,B,A,D,A,B,A,C,A,C,D,C,B,,A,B,D,A,C,B,B,,B,B,C,D,C,C,D,9,27
20246540,,B,A,A,,A,A,,A,A,C,D,C,B,A,A,B,B,A,A,A,B,C,A,B,A,A,B,B,B,13,27
10105928,D,D,,D,B,C,A,A,,A,C,,B,C,A,A,B,D,A,B,A,A,D,C,A,C,A,C,D,D,16,27
20261866,D,,B,D,A,B,A,D,D,A,D,A,B,B,A,A,B,D,,,A,A,D,C,B,C,D,A,B,C,14,27
10165440,D,D,D,A,A,A,A,D,D,A,D,C,D,B,B,D,C,D,,C,D,D,C,C,B,,A,,D,D,6,27
7121420,B,B,B,B,A,B,A,B,B,C,,D,,B,B,D,B,C,A,C,C,B,B,C,B,,A,C,C,B,8,27
20245665,A,A,A,D,A,,A,C,B,C,B,D,B,B,A,,B,C,A,B,C,B,D,,A,B,A,A,C,C,13,27
10165757,,D,A,B,A,A,C,A,B,A,,D,A,A,A,A,B,D,A,C,C,A,B,C,B,B,A,,A,B,11,27
20091585,,C,B,B,A,D,D,A,B,A,C,D,A,B,B,B,C,C,A,,B,,B,D,A,C,B,A,B,A,9,27
20257638,A,A,A,B,A,B,A,A,A,A,A,A,,A,,A,A,A,A,A,,A,A,A,A,A,A,A,C,A,9,27
10085484,B,D,B,A,A,A,D,B,A,,,D,D,A,B,A,A,,A,C,D,A,C,B,B,C,A,A,A,C,8,27
10051989,B,D,B,C,A,A,A,C,B,C,D,B,D,B,,A,B,B,A,C,A,C,B,B,C,C,A,,C,,11,27
20096381,C,C,C,B,,B,A,C,A,B,B,D,C,,C,D,A,C,A,C,A,,C,D,D,C,A,A,B,B,8,27
20075265,,D,C,C,,C,,B,D,B,B,C,A,B,D,C,B,A,D,C,D,B,B,C,B,A,C,C,B,C,6,27
20075306,D,C,A,A,B,D,C,D,C,B,C,D,B,B,C,,A,B,A,,,B,B,B,C,A,A,C,C,A,7,27
20366688,D,C,A,,B,C,C,C,B,,C,A,C,A,B,B,A,A,A,A,A,,A,C,A,C,A,A,C,A,11,27
20073829,,D,D,A,A,C,A,A,A,A,C,D,C,A,A,A,A,A,A,B,D,A,C,A,B,B,,B,,B,9,27
20405652,D,D,A,B,D,A,A,D,B,D,C,,B,B,A,A,B,,A,B,A,B,C,C,,C,D,A,B,C,23,27
20146478,A,D,C,B,A,A,D,A,A,B,B,A,A,B,,A,,D,A,A,,A,B,B,A,D,A,C,D,C,9,27
10077467,D,D,A,B,D,,A,,B,B,C,A,B,B,A,A,B,,D,B,A,B,C,C,A,C,D,A,B,C,23,27
10048759,D,D,A,,D,,A,A,C,,C,D,B,B,D,A,B,D,A,C,C,A,C,C,B,D,D,A,C,C,15,27
10048589,D,D,,A,B,A,C,A,B,A,,A,B,A,A,A,C,D,A,,A,B,B,C,A,D,A,C,A,B,14,27
10048014,D,D,A,C,A,A,A,,,B,D,D,B,B,,C,B,C,A,B,A,B,C,C,A,C,A,A,A,C,17,27
20091698,A,D,A,B,D,B,A,B,B,,C,C,B,C,B,,B,D,A,B,,B,C,D,A,B,D,A,B,C,18,27
20135450,B,B,B,D,,A,A,D,A,A,A,,D,A,A,A,B,A,D,A,D,,C,C,B,D,B,C,A,C,8,27
10201204,D,D,A,B,A,A,D,A,B,C,C,A,D,,B,D,B,B,A,B,A,B,C,C,,C,B,A,,C,21,27
10022954,B,C,A,B,A,A,D,B,,A,,B,B,C,B,A,C,A,A,D,C,A,C,C,A,C,A,,C,B,11,27
10021071,,D,D,A,A,D,D,B,C,A,B,A,B,A,B,A,A,,A,D,A,A,B,B,B,,B,C,D,A,6,27
20385876,,D,A,D,A,A,B,B,B,A,D,A,B,B,A,A,D,A,,B,A,C,C,D,A,C,D,B,,C,15,27
20056929,D,D,A,,B,A,A,A,B,C,C,A,B,C,A,C,B,,A,B,A,B,C,C,,C,D,A,C,C,24,27
20093612,A,D,C,,B,B,A,A,B,B,C,D,C,B,C,A,B,A,A,A,A,A,B,A,B,B,,C,,C,10,27
20366533,C,B,A,,B,A,D,B,B,B,C,D,B,A,A,B,C,,A,A,B,D,A,B,D,B,,B,B,D,8,27
20038251,D,D,B,B,A,A,A,A,A,A,C,A,B,A,B,A,B,D,A,,A,A,C,C,B,,D,A,,D,17,27
20254144,D,D,A,B,A,A,A,,A,A,C,A,B,A,B,A,B,,A,B,A,A,C,C,,C,D,A,B,D,20,27
20062284,A,,A,B,B,A,A,A,A,B,A,C,D,B,B,B,A,,B,B,A,A,B,A,B,A,B,A,,A,8,27
10032441,,C,D,,A,C,A,A,B,A,A,D,C,,C,B,B,B,A,A,D,A,D,B,A,B,A,A,D,D,8,27
20260629,A,A,A,B,A,B,C,B,D,C,C,D,D,,A,A,,B,A,,A,C,D,A,A,C,A,D,D,B,11,27
20250912,D,D,D,D,A,C,D,C,C,B,D,D,B,A,B,,A,D,A,C,,D,C,C,,C,A,D,D,C,8,27
20254096,C,C,C,B,,C,B,,B,,A,B,D,B,B,B,B,C,A,C,A,A,A,B,A,B,A,A,C,A,7,27
20344993,D,D,A,C,,C,A,A,A,A,C,,B,,B,A,A,C,A,C,C,A,B,C,B,D,D,C,D,C,12,27
20099666,D,D,A,,,A,A,A,C,C,C,A,C,,B,A,B,D,A,B,B,B,C,D,A,B,B,B,A,C,17,27
10187403,C,B,B,,D,D,C,A,B,B,C,C,A,A,D,B,A,A,,A,C,,B,D,D,C,D,B,A,C,6,27
10090301,B,D,A,A,C,A,A,,D,A,C,D,D,,C,,B,C,A,B,A,A,C,A,B,A,D,A,D,B,13,27
20251022,C,C,B,A,C,C,A,C,C,C,C,C,C,B,A,,C,D,A,,C,C,C,C,C,B,C,,C,C,9,27
20323469,A,D,A,B,A,C,,A,A,C,,A,B,C,A,A,,B,A,B,A,B,C,C,A,A,D,A,C,B,20,27
20110007,,D,A,,B,C,D,B,D,A,D,D,D,B,B,A,D,C,A,C,C,B,,C,C,C,B,B,D,D,7,27
20346630,D,D,A,B,C,A,A,A,B,C,C,A,B,C,A,A,B,D,A,B,A,B,C,,A,D,,C,C,,23,27
20346648,D,D,A,D,D,D,A,A,,A,,A,C,B,B,A,D,D,A,B,B,A,,C,A,B,D,D,C,D,12,27
19847519,B,B,C,C,C,B,A,,C,C,B,C,B,C,B,A,,C,C,C,B,B,,B,C,B,C,C,C,C,8,27
10018010,A,D,B,A,A,A,A,B,C,,D,,B,A,,A,B,D,A,D,A,B,D,C,C,C,A,D,D,D,11,27
20339303,,D,A,,B,A,A,C,B,A,C,D,C,C,B,A,B,D,A,B,B,B,,B,A,A,D,A,B,C,17,27
10529625,A,D,D,,A,C,A,B,B,D,C,,D,B,A,B,D,D,A,D,B,C,D,A,A,A,D,,A,A,8,27
10274593,C,D,A,B,A,C,C,,D,A,A,B,C,A,A,A,B,D,,A,D,A,C,,A,B,A,A,D,B,9,27
10037484,B,B,A,C,B,A,C,B,B,B,A,C,B,B,C,A,B,B,D,B,C,B,A,B,B,,,D,D,,9,27
19841007,A,D,B,A,B,C,,A,C,B,A,D,,C,,B,B,B,B,B,B,A,C,D,A,B,B,B,B,A,9,27
