NIE,G1-LEG1,G1-LEG2,G1-LEG3,G1-LEG4,G1-LEG5,G1-LEG6,G2-LEG7,G2-LEG8,G2-LEG9,G2-LEG10,G2-LEG11,G2-LEG12,G3-LEG13,G3-LEG14,G3-LEG15,G3-LEG16,G3-LEG17,G3-LEG18
10625133,C,B,A,A,A,A,C,A,B,B,A,A,B,A,A,A,A,B
10038792,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,C
10625026,B,A,B,B,A,A,A,B,B,B,A,A,A,A,B,B,B,A
10527459,B,A,A,A,B,B,C,B,A,A,B,B,B,A,A,A,A,A
10481803,B,A,A,A,A,A,C,A,A,A,B,A,B,B,A,B,A,C
10624234,B,A,B,C,A,A,B,B,C,C,C,A,C,A,C,B,A,B
10356190,B,C,C,C,A,A,C,A,B,A,A,A,B,B,A,B,B,A
10625082,B,C,B,A,B,A,B,A,A,A,B,A,B,A,A,A,A,A
10218059,B,A,B,B,A,A,B,A,A,C,B,B,A,B,A,B,B,A
10291598,C,B,B,B,A,A,B,C,C,B,C,A,B,A,A,B,A,C
10532621,B,A,A,B,A,B,A,A,A,A,B,B,B,A,A,B,A,B
10481504,B,B,C,C,A,B,C,A,C,C,A,A,B,B,A,C,B,A
10481851,B,B,A,B,B,C,B,C,B,B,B,A,B,B,B,A,A,C
10532628,B,B,B,A,B,A,C,B,A,B,B,B,A,B,A,A,A,A
10615299,B,B,C,C,A,B,C,A,A,C,A,A,B,B,A,A,B,A
10481730,B,B,C,B,B,B,C,A,B,C,A,C,B,A,A,C,B,A
10624924,C,A,C,B,A,A,C,B,B,B,B,C,B,A,B,A,B,C
10532635,B,B,A,C,A,A,B,A,B,B,C,C,A,B,C,B,B,C
10624900,B,A,B,A,A,B,B,A,A,B,B,A,A,B,A,A,A,B
10625045,B,B,C,C,B,C,A,A,A,A,A,A,B,A,A,B,A,A
10625112,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,B
10624865,A,B,B,A,B,A,C,A,A,B,A,A,A,B,A,A,A,A
10481532,C,B,A,B,C,B,A,C,B,A,B,C,C,B,B,C,A,C
10624177,B,A,C,C,B,B,C,C,A,C,A,A,B,B,A,C,B,B
10532629,C,B,C,B,A,C,C,C,C,B,A,B,C,A,A,A,A,A
10532609,C,C,A,A,C,A,B,C,A,C,B,A,A,A,A,A,A,A
10303338,B,C,A,B,A,A,C,A,C,B,B,A,C,A,A,C,A,A
10624884,B,A,B,A,A,A,B,A,B,B,A,A,A,A,B,A,A,B
10624271,B,B,C,B,A,A,C,A,B,C,A,C,B,A,A,A,B,A
10218309,B,B,C,A,A,B,C,A,C,C,A,A,A,A,B,B,B,B
10668917,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A
10303927,B,A,C,B,B,B,B,A,C,B,B,C,C,A,C,C,A,A
10500498,B,B,C,C,A,C,C,A,B,C,A,C,B,B,A,C,B,A
10814559,B,B,C,C,A,C,C,A,B,B,A,C,B,B,A,C,B,A
10478051,B,C,C,C,A,C,C,A,B,C,A,C,B,B,A,C,B,A
10856794,B,A,A,C,B,B,B,A,C,B,B,C,A,C,A,A,B,C
10408676,B,B,C,A,A,B,C,A,B,C,A,C,B,B,A,B,C,A
10292168,B,B,C,C,A,A,C,C,C,C,A,C,B,A,A,C,B,A
10492588,B,B,C,C,A,B,B,C,B,C,A,C,A,B,A,C,C,B
10573980,C,B,A,B,B,B,C,A,B,B,A,A,C,A,A,B,A,B
10521004,B,C,A,B,A,B,A,A,C,C,C,B,B,A,A,B,B,C
10292224,B,C,C,A,A,B,C,A,A,A,A,C,A,B,A,B,B,A
10372052,B,B,C,C,A,B,C,C,A,A,B,A,B,B,A,A,B,A
10493564,C,B,B,C,A,A,C,C,C,A,B,A,C,C,A,C,B,B
10507382,B,C,C,C,A,B,B,A,B,C,A,B,C,A,A,A,C,C
10371792,B,C,C,C,A,B,C,A,B,C,A,C,B,A,A,C,B,A
10371829,C,C,B,B,B,A,C,A,B,B,A,C,C,B,A,A,B,A
10672370,B,B,C,C,A,B,C,A,C,C,B,C,C,A,C,C,A,C
10379280,B,B,A,C,A,A,A,C,C,C,C,C,B,A,B,B,C,A
10355930,B,A,C,C,A,B,C,A,A,C,A,C,B,B,A,C,B,A
10346616,B,B,C,C,A,B,C,A,B,C,A,A,B,B,A,C,B,A
10406688,B,B,C,C,A,C,C,A,C,B,A,C,B,B,A,C,B,A
10371864,B,B,C,C,A,A,C,A,B,C,A,A,B,B,A,C,B,A
10333863,C,C,C,A,C,B,A,A,A,A,A,A,A,A,A,A,A,A
10292156,B,B,C,C,A,A,C,A,B,C,A,C,B,B,A,C,B,A
10318779,B,B,C,C,A,B,C,A,B,C,A,C,B,A,B,C,B,C
10285795,B,B,C,C,A,A,C,A,C,C,A,C,B,B,A,C,B,A
10688260,B,B,C,C,A,B,C,A,B,B,A,C,B,B,A,C,B,A
10527297,B,A,C,C,A,B,C,A,B,A,A,C,B,B,A,A,B,C
10346052,B,B,C,C,A,B,C,A,C,B,B,C,B,B,A,A,B,A
10336614,B,B,C,C,A,B,C,A,B,C,A,C,A,A,A,C,B,A
10346698,B,B,C,C,A,B,C,C,B,A,B,C,B,A,A,C,B,A
10520800,B,A,C,C,A,B,C,A,B,C,A,A,B,A,A,A,B,C
10383514,B,B,C,C,A,A,C,A,B,B,A,C,B,B,A,A,B,A
10406751,B,B,C,C,A,B,C,A,B,C,A,A,B,A,A,A,B,A
10374465,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10346549,B,C,C,C,B,A,C,C,B,C,A,C,C,C,A,C,A,A
10285638,B,B,C,C,A,B,C,A,B,A,A,A,B,B,A,C,B,A
10590630,B,B,C,A,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10346558,B,B,C,C,A,B,C,A,B,B,A,C,B,B,A,C,B,A
10346646,B,A,C,C,A,A,C,A,C,C,B,A,B,C,A,A,C,A
10346709,B,B,C,C,A,C,C,A,B,B,A,C,B,B,A,C,B,A
10346001,B,A,C,A,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10405728,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10677377,B,B,C,C,A,B,C,A,B,B,B,C,B,B,A,A,B,A
10336462,B,C,C,B,A,C,C,A,A,C,A,A,B,A,A,C,B,B
10346181,B,B,C,C,A,A,C,A,B,C,A,C,B,B,A,A,B,A
10346590,B,B,C,C,A,B,C,A,B,C,A,C,C,B,A,C,B,B
10346681,B,B,C,C,A,A,C,A,B,C,A,C,B,B,A,C,B,A
10347410,B,A,C,C,A,C,C,A,A,C,A,A,B,A,B,A,A,C
10346630,B,B,C,C,A,A,C,A,B,C,B,C,C,B,A,A,C,A
10346602,B,B,C,C,A,B,C,A,B,A,A,C,B,B,A,A,B,A
10344177,B,B,C,C,A,B,C,A,B,C,A,C,B,A,A,C,B,A
10346704,B,B,C,A,A,A,C,A,B,C,B,C,B,A,A,C,B,C
10339350,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10292253,B,B,C,C,A,B,C,A,B,C,A,C,B,A,A,C,B,A
10405751,B,A,C,A,A,A,C,A,A,C,A,A,B,A,A,A,B,A
10346035,B,B,C,A,A,B,C,A,B,C,A,C,B,B,A,A,A,A
10598331,B,B,A,A,C,B,C,A,A,C,A,A,C,A,A,C,A,A
10346015,B,B,C,C,B,B,C,A,B,A,A,C,B,B,B,A,B,A
10342540,B,B,C,C,A,A,C,A,C,C,A,C,B,B,A,C,B,A
10666297,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10346685,B,B,C,C,A,B,C,A,B,C,A,C,B,A,A,C,B,A
10219738,B,B,C,C,A,B,C,A,B,B,A,C,B,B,A,C,C,C
10309681,B,B,C,C,A,A,C,A,B,C,A,C,B,B,A,C,B,A
10346025,B,B,C,C,B,A,C,A,B,C,A,C,B,A,A,C,B,A
10520220,B,B,C,C,A,C,C,A,B,C,A,C,B,B,A,C,B,A
10352340,B,C,C,A,A,A,C,C,B,C,A,A,B,A,C,B,A,A
10320885,B,B,C,C,A,B,C,A,C,C,B,A,B,A,A,C,B,A
10346135,B,B,C,C,A,A,C,A,B,C,A,C,B,B,A,C,B,C
10346123,B,B,C,C,A,B,C,A,B,B,A,C,B,B,A,C,B,A
10686451,B,B,C,A,A,A,C,A,B,B,A,C,B,B,A,C,B,A
10182161,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10477406,B,B,B,C,A,B,B,A,A,C,A,A,B,B,B,C,A,B
10491894,B,A,C,C,A,A,C,A,B,C,A,A,B,A,A,A,B,A
10343276,B,B,C,C,A,A,C,A,B,C,A,C,B,B,A,B,B,A
10346146,B,C,A,A,B,B,A,C,A,A,B,A,B,B,A,A,A,A
10010310,B,B,C,C,A,B,C,A,A,A,A,A,C,B,A,A,A,A
10520816,B,A,C,C,A,B,C,A,B,C,C,C,B,B,A,C,B,C
10406653,B,B,C,C,A,B,C,A,A,B,A,A,B,B,A,C,B,A
10352300,B,C,C,B,A,A,C,A,A,A,A,A,B,B,A,A,B,A
10346664,B,B,C,C,A,A,C,A,A,B,B,B,B,A,A,C,B,B
10405811,B,B,C,C,A,B,C,A,C,C,A,C,B,B,A,B,B,A
10520827,B,B,C,C,A,B,C,A,B,B,A,C,B,B,A,C,B,A
10470627,C,B,B,C,A,B,C,A,B,B,B,A,C,C,A,A,C,B
10795379,C,B,A,A,B,A,A,B,A,B,B,A,C,C,A,B,C,B
10796431,C,A,B,C,C,C,A,C,A,B,B,B,A,A,B,A,A,A
10681160,B,A,B,A,C,C,A,A,A,B,A,B,A,A,B,C,B,A
10670459,B,B,C,A,B,A,C,A,C,B,A,A,C,B,B,A,A,B
10466547,B,B,C,C,C,A,C,A,A,A,A,C,B,C,B,C,B,A
10681039,B,C,C,C,B,A,C,C,B,C,A,B,B,A,C,A,B,B
10675794,B,B,B,C,A,B,B,B,B,A,B,B,A,B,A,A,A,A
10676087,B,C,C,B,C,A,C,C,A,C,B,A,C,C,B,C,B,A
10470072,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
10676065,B,B,B,B,A,B,C,A,A,C,B,B,C,C,B,B,C,A
10305710,B,C,C,C,A,B,C,A,A,A,A,C,B,B,A,A,B,A
10681134,B,B,C,C,C,A,C,B,A,A,A,C,A,C,B,A,A,A
10391396,B,B,A,A,A,A,C,B,A,C,C,A,A,C,B,C,C,C
10241057,B,B,C,C,A,C,C,A,B,C,A,C,B,B,A,C,B,A
10322014,B,B,C,C,A,B,C,A,B,A,B,C,B,A,A,C,B,A
10485303,B,B,C,C,A,C,C,C,B,A,C,C,A,C,B,A,B,C
10667092,B,C,C,C,A,B,C,C,B,A,A,B,B,B,A,A,A,C
10518044,B,C,B,B,B,C,A,C,B,C,B,C,C,C,B,A,A,C
10623404,B,A,B,C,B,A,C,A,C,C,B,A,A,B,A,A,A,A
10798218,B,B,C,C,C,A,C,C,B,C,A,B,B,A,A,B,B,A
10495824,B,C,A,C,A,C,B,A,A,C,B,A,C,B,C,C,A,A
10785335,B,C,B,A,A,A,C,B,A,C,B,A,C,B,C,B,B,B
10792043,B,C,C,C,A,B,C,A,B,A,B,C,B,B,A,A,B,A
10792056,B,C,C,C,A,A,C,A,C,C,A,A,B,B,A,C,B,A
10785375,B,B,C,C,A,A,C,A,B,C,A,A,B,B,A,B,A,A
10785313,B,A,C,C,A,B,C,A,A,C,A,C,B,A,A,C,B,B
10785345,B,B,C,C,A,B,C,A,B,A,B,C,B,B,A,A,B,A
10462808,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,A,B,A
10693276,B,B,C,C,A,B,C,C,B,C,A,A,B,B,A,C,B,A
10297648,C,A,C,C,A,B,C,B,B,C,B,B,A,A,B,A,B,B
10818163,B,B,C,C,A,A,C,A,B,A,A,A,B,A,A,A,B,A
10647551,B,B,C,B,A,B,C,A,A,B,C,A,C,A,A,C,C,B
10068851,B,B,B,A,B,C,C,A,B,A,A,C,B,B,A,C,B,C
10465673,B,B,C,C,A,B,C,A,B,B,B,A,B,A,B,C,B,B
10527904,C,A,C,C,B,C,A,A,B,A,A,A,B,B,A,A,A,A
10796900,B,C,C,C,B,B,C,A,B,C,B,C,B,B,A,A,B,A
10661332,C,C,B,B,B,C,C,A,B,C,B,A,B,C,C,A,B,B
20393184,B,B,B,B,B,A,B,C,B,A,C,C,B,C,C,A,B,B
20373573,B,B,C,C,A,A,C,A,C,B,A,C,B,C,A,C,B,A
10428770,B,B,C,A,B,C,C,A,A,C,B,A,B,C,C,A,B,B
10661552,B,C,A,B,A,A,B,B,C,A,C,C,A,C,B,A,B,C
10606701,B,B,C,A,B,A,B,C,C,C,C,C,B,A,A,B,C,B
10614541,A,B,C,C,A,C,C,A,C,A,C,A,B,C,A,A,B,C
10779448,B,C,A,C,A,A,C,C,A,C,A,C,A,A,B,A,A,C
10121839,B,B,A,B,A,A,A,B,B,C,A,C,B,A,B,B,B,B
10813455,B,B,C,C,A,A,C,A,C,A,A,A,B,B,A,A,B,C
10670112,B,B,B,A,B,A,A,A,A,B,B,B,C,A,C,A,A,A
10527606,B,B,B,A,B,A,B,B,B,B,B,B,B,A,B,B,A,A
10638432,B,A,B,C,B,A,C,A,C,C,A,C,B,B,A,A,B,A
10800286,B,A,C,C,B,B,C,A,A,A,A,A,B,C,A,C,B,A
10502542,B,B,C,C,A,B,C,A,B,A,A,C,B,B,A,B,B,A
10361987,B,B,C,C,A,A,C,A,B,C,A,C,B,C,A,A,B,A
10049543,B,C,C,C,A,B,C,B,B,B,A,A,A,A,A,A,A,A
10363120,B,A,C,C,C,C,C,A,C,C,A,C,B,A,A,C,B,A
10362161,B,A,C,A,A,A,C,C,A,C,A,C,B,B,A,B,B,A
10303008,B,B,C,C,A,B,C,C,C,A,A,C,B,A,A,C,B,A
10291499,A,B,A,A,C,B,C,B,B,C,B,A,C,A,B,C,A,C
10295274,B,C,C,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B
10772747,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
10665236,B,C,C,B,A,C,C,C,C,C,A,C,B,B,A,C,B,A
10018947,B,B,C,C,A,B,C,A,A,C,B,C,B,A,A,A,B,A
10297975,B,B,C,C,A,B,C,A,B,B,B,C,B,B,A,C,B,A
10654466,C,C,A,A,A,B,C,A,A,A,B,B,C,A,B,C,A,B
10495257,A,B,B,B,A,C,C,C,A,C,C,C,A,A,B,B,A,C
10654454,B,C,C,A,C,B,C,B,C,A,C,C,B,C,C,C,A,C
10654418,C,A,C,B,B,B,C,B,B,A,C,A,A,C,B,C,C,A
10297520,B,B,C,B,C,B,C,C,A,B,B,A,B,B,A,A,B,C
10298226,C,C,B,B,A,C,B,A,C,B,B,B,C,C,C,C,C,C
20062133,C,B,C,B,A,A,A,A,B,C,C,C,C,C,A,C,C,C
10297728,A,C,B,A,A,C,B,B,B,A,C,A,A,C,A,A,A,A
10483967,B,B,C,C,C,A,C,A,A,B,C,C,C,C,A,B,B,C
10499248,B,B,A,C,C,C,B,A,B,B,A,C,B,A,B,B,C,B
10483935,C,A,A,C,B,B,B,C,B,A,C,C,B,C,B,B,B,C
10654402,B,B,C,C,A,B,C,C,A,C,A,C,B,B,A,C,B,A
10297988,B,B,B,B,A,B,A,B,B,B,B,B,B,B,B,C,A,B
10768776,B,A,B,B,B,B,C,A,C,A,B,C,B,C,A,B,C,B
10366882,B,B,C,C,C,C,C,A,B,C,A,C,B,B,A,A,B,A
10615614,B,C,B,B,A,A,A,B,A,A,A,B,A,A,A,A,A,A
10689683,B,B,C,C,A,B,C,A,C,C,A,C,B,B,A,C,B,B
10511820,B,C,C,C,A,B,C,A,B,C,A,C,A,B,A,C,B,A
10529420,B,B,C,C,A,B,C,A,B,C,B,B,B,A,A,C,B,A
10712724,B,B,C,C,A,B,C,A,B,C,A,C,B,B,C,C,B,A
10439982,B,B,C,C,A,B,C,A,B,C,A,B,B,B,A,C,B,A
10513817,B,C,A,A,A,A,C,A,B,C,A,B,B,B,A,C,C,B
10518911,A,B,C,C,A,A,A,C,C,A,B,C,B,C,B,B,A,A
10826661,B,C,B,C,B,A,B,A,B,C,A,A,C,B,A,B,A,A
10671107,C,B,A,B,B,C,B,C,B,B,A,A,B,A,A,A,C,B
10296556,B,C,C,C,A,A,C,A,C,C,A,C,B,A,A,C,B,C
10326614,B,C,A,B,B,A,A,A,B,B,C,B,A,A,A,B,A,A
10336488,C,C,B,A,A,A,A,B,A,C,B,B,C,A,A,B,A,A
10439987,A,A,A,B,C,A,B,A,A,A,B,C,B,B,B,B,A,B
10763170,B,B,C,C,A,A,C,A,B,C,A,C,B,B,A,C,B,A
10371749,C,A,B,A,A,A,C,A,B,C,C,A,A,A,C,C,A,A
10279846,B,A,A,C,A,A,B,A,B,B,A,A,B,A,A,C,C,A
10373564,B,B,A,A,B,A,C,B,A,B,A,A,A,A,A,A,B,B
10522660,B,B,C,A,C,A,C,B,C,A,A,B,C,A,A,C,A,A
10483772,B,B,C,C,A,A,C,A,B,A,A,C,C,A,A,C,B,C
10668410,C,C,A,C,B,B,C,A,C,C,B,A,B,A,A,C,A,A
10519712,B,B,C,A,C,B,C,B,B,A,A,C,B,B,A,C,B,A
10530294,A,A,B,A,A,A,C,A,A,B,A,B,A,B,C,C,A,B
10515015,B,B,C,B,A,B,C,A,A,C,B,A,C,A,B,B,A,B
10383285,B,C,C,C,A,A,C,A,B,C,B,A,C,C,A,B,A,A
10515089,A,C,A,B,A,A,A,B,B,B,A,B,B,B,B,B,C,B
10520287,B,B,C,C,A,B,C,A,C,A,A,C,A,A,A,A,A,A
10518947,A,B,B,B,A,B,A,B,A,A,B,A,A,A,B,A,B,A
10353071,B,C,C,C,A,B,C,C,A,C,A,C,B,A,A,C,A,A
10654436,B,B,C,C,A,B,C,A,C,A,A,C,B,B,A,C,A,C
10414362,B,B,C,C,A,B,C,A,A,C,B,A,B,C,A,C,B,A
10516717,B,B,C,A,A,A,C,A,A,B,A,A,A,B,B,A,A,B
10516747,B,A,C,C,A,B,A,B,C,B,C,A,C,B,B,B,A,A
10412339,B,B,C,C,A,B,C,A,B,A,C,C,C,C,C,A,B,A
10314662,B,A,C,C,A,A,C,A,B,B,A,C,B,A,B,A,A,A
10516770,B,B,C,C,A,B,C,A,B,B,B,C,B,B,A,C,B,A
10451323,B,B,C,C,A,B,C,A,C,C,A,C,B,A,A,C,B,A
10518120,B,C,C,C,A,B,C,A,B,C,C,C,C,A,C,C,A,A
10314622,B,B,C,A,A,B,C,A,B,C,B,B,C,A,A,C,A,A
10168601,B,B,C,C,A,A,C,A,B,C,B,A,B,B,B,C,B,A
10654443,B,B,C,C,A,B,C,A,C,B,B,C,B,C,A,C,B,A
10518160,B,B,C,C,C,C,C,C,A,C,C,B,C,B,C,B,C,C
10361444,B,B,C,A,A,C,C,B,C,C,A,C,C,C,A,C,C,C
10362038,B,C,A,A,A,C,C,B,A,A,B,B,B,A,B,B,A,B
10518298,B,B,C,C,A,B,C,A,B,A,B,C,B,B,A,C,B,A
10518941,B,B,C,B,A,C,C,A,A,A,A,A,B,B,A,A,B,A
10109524,B,B,C,C,A,A,C,A,C,C,A,C,B,A,A,C,B,A
10279792,A,B,C,C,B,B,A,A,B,A,B,C,C,C,A,A,A,A
10353181,B,C,C,A,B,C,A,A,B,B,B,A,A,B,B,C,A,A
10689681,B,C,C,C,A,B,C,A,B,C,B,C,B,A,A,A,B,C
10518337,B,B,C,C,A,A,C,A,A,C,B,A,A,A,A,B,A,C
19844038,C,A,B,B,A,B,B,B,C,A,B,B,B,B,A,B,B,A
10391682,C,C,B,C,A,C,B,B,B,B,C,A,C,A,B,A,A,B
10367130,B,A,C,C,A,A,B,C,A,C,B,C,B,A,C,C,A,B
10518317,B,B,B,B,B,A,B,A,A,C,A,A,C,A,A,A,A,A
10378046,B,B,C,C,A,A,C,A,C,C,B,C,A,B,B,C,B,A
10518392,B,A,B,A,B,A,C,A,B,B,A,A,A,C,B,B,B,C
10518427,C,A,A,A,C,A,B,B,B,B,B,A,A,C,A,A,C,B
10355139,B,B,C,A,A,A,A,A,C,C,A,C,B,A,A,A,B,A
10216814,B,A,C,A,A,B,C,C,B,A,A,C,C,A,C,B,A,A
10688957,B,B,C,C,A,B,C,A,B,C,A,C,B,A,A,A,B,C
10387256,B,C,C,C,B,A,C,A,B,C,A,C,B,B,A,C,B,A
10296616,B,C,A,A,B,A,B,A,A,B,B,A,C,A,B,A,A,C
10656193,B,B,C,A,B,A,C,A,A,B,B,B,B,B,B,B,A,A
10203925,B,B,C,C,B,A,C,A,B,B,B,C,B,A,A,C,B,A
10362105,B,B,C,C,A,B,C,A,C,B,B,A,B,B,A,C,C,B
10495919,A,A,C,C,A,B,C,A,C,A,B,B,B,A,B,C,A,B
10519654,B,B,C,C,A,A,C,A,A,C,B,B,C,C,A,B,A,B
10519678,B,B,C,C,A,A,C,A,A,B,A,A,B,A,A,C,A,A
10397718,B,B,C,C,A,B,C,A,C,C,B,A,B,A,C,B,B,B
10371654,B,A,C,C,A,C,C,A,C,C,A,A,C,C,C,A,A,A
10516356,B,C,C,C,A,B,C,A,C,C,A,C,B,A,A,C,B,A
10518992,B,B,C,C,A,B,B,A,B,C,B,C,C,A,A,B,A,C
10216763,B,B,C,C,A,B,C,A,C,C,A,C,B,B,A,C,B,A
10414708,B,A,C,C,A,B,C,A,B,C,B,C,B,C,A,A,A,A
10363567,C,C,A,C,A,C,A,C,A,A,B,A,C,A,B,B,C,A
10299876,B,B,C,A,C,A,A,A,B,C,B,C,B,C,A,C,A,A
10319861,C,C,C,C,A,A,A,A,C,B,B,A,C,A,A,B,B,A
10403709,B,B,C,C,A,A,C,A,B,B,B,A,C,B,B,C,A,B
10224994,B,B,C,C,A,A,C,A,B,C,A,C,B,A,A,C,B,A
10476933,B,B,C,C,B,B,C,A,B,B,A,C,B,B,A,A,B,A
10519747,C,A,B,C,A,C,C,A,B,C,B,C,C,C,B,C,A,B
10643533,A,C,B,A,C,B,C,A,B,A,B,C,C,B,B,C,B,A
10209812,B,B,C,C,A,B,C,A,B,C,A,C,B,A,A,C,B,C
10348788,B,B,C,C,A,A,C,A,B,C,C,C,B,B,A,C,B,A
10401767,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10404059,B,B,C,C,A,C,C,A,B,C,A,C,B,B,A,C,B,A
10635308,B,B,C,C,A,A,C,A,C,C,A,A,B,B,A,C,B,A
10674252,B,A,C,C,A,A,C,A,B,B,A,C,B,B,A,C,B,A
10363378,B,B,C,C,A,C,C,A,B,C,A,C,B,A,A,C,B,A
10793235,C,B,C,C,C,B,A,C,B,C,B,B,B,C,B,C,B,C
10636385,B,B,C,C,A,B,C,A,B,C,A,A,B,A,A,C,B,A
10308790,B,B,C,C,A,A,C,A,B,C,A,C,B,B,A,C,B,A
10504035,B,B,C,C,A,C,C,A,B,C,A,C,B,B,A,C,B,A
10404074,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,C
10540887,B,B,C,C,A,A,C,A,B,C,A,C,B,B,A,C,B,A
10351479,B,B,C,C,B,B,C,A,B,A,A,A,B,B,A,C,B,A
10484558,B,B,C,C,B,A,C,A,B,C,A,A,B,A,A,C,B,A
10404080,B,B,C,A,A,A,C,B,B,A,B,B,B,B,B,C,B,A
10744169,C,B,A,C,A,C,C,B,B,B,B,B,B,C,B,B,B,B
10520445,B,B,C,A,A,B,C,A,B,C,B,C,B,B,A,A,B,A
10592935,B,B,C,C,A,A,B,A,A,C,A,C,C,C,B,A,A,A
10768729,B,A,C,C,B,A,C,A,B,C,A,C,B,B,A,C,A,A
10481738,B,A,C,C,C,A,C,A,B,C,A,C,B,B,A,C,B,A
10297618,B,C,C,C,A,B,C,A,C,B,B,C,A,B,A,A,C,A
10386067,B,B,C,C,A,B,C,A,B,B,A,C,B,A,A,A,B,A
10209908,B,B,C,C,A,A,C,A,B,B,A,C,B,A,A,C,B,A
10385969,B,A,C,C,A,C,C,A,C,A,A,C,B,B,A,C,B,A
10282193,B,B,C,B,A,B,C,C,C,C,A,A,B,A,A,C,B,A
10510068,B,A,B,B,A,A,C,B,A,C,B,A,A,A,A,A,A,A
10482197,B,B,C,C,A,B,C,A,B,C,A,A,B,B,A,C,C,A
10300740,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B
10293167,C,C,A,B,A,A,A,A,B,B,B,B,A,C,B,C,B,A
10387003,B,B,C,C,A,C,C,A,B,C,B,C,B,A,A,B,B,C
10485541,B,B,C,C,A,B,C,A,C,B,A,A,B,B,A,C,B,A
10396341,B,C,B,C,A,A,C,A,B,C,A,A,B,A,A,B,A,A
10193450,C,A,C,A,B,B,A,C,B,C,C,C,A,A,C,C,A,B
10647098,A,A,A,B,B,C,C,A,B,C,B,A,B,A,A,C,A,A
10300697,B,A,C,A,A,A,C,B,C,C,B,A,C,A,C,A,B,B
10495216,B,C,B,B,B,A,C,A,A,C,B,A,B,B,A,C,C,A
10483989,B,B,C,C,B,B,C,A,B,C,B,C,A,A,B,B,A,A
10804048,B,C,C,B,A,A,C,A,B,C,A,A,C,A,A,B,C,A
10615016,B,C,A,C,B,C,B,C,A,C,C,A,B,C,C,B,C,C
10588947,B,B,C,C,A,B,C,A,B,C,A,C,B,A,A,C,B,A
10610698,B,C,A,A,B,B,A,A,C,C,C,C,A,A,A,B,A,A
10589010,B,B,C,C,A,B,C,A,C,C,A,C,B,B,A,A,A,A
10582470,B,B,C,C,A,B,C,A,C,C,B,C,B,A,A,A,B,C
10588891,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10632776,B,B,C,C,C,A,C,A,B,A,A,A,B,B,A,A,B,A
10589067,B,B,C,C,B,B,C,A,C,B,A,C,B,B,A,A,B,A
10392555,B,B,C,C,A,A,C,A,C,C,A,A,B,B,A,C,B,C
10685759,C,A,B,A,A,A,C,A,B,C,B,B,C,C,C,A,A,B
10298177,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
10692286,B,B,C,C,B,A,C,A,B,C,A,C,B,B,A,C,B,A
10530584,B,A,B,C,B,A,C,C,B,B,B,A,B,A,B,C,B,A
10692290,B,B,C,C,A,A,C,A,B,C,A,C,B,B,A,C,B,A
10694276,B,B,C,C,B,B,C,A,B,C,A,C,B,B,A,C,B,A
10692289,B,B,C,C,A,A,C,A,B,A,A,C,B,B,A,C,B,A
10692299,C,B,C,C,B,A,C,A,B,C,A,C,B,B,A,C,B,A
10692296,B,B,C,C,A,A,C,A,B,C,A,C,B,B,A,C,B,A
10530567,B,B,C,C,C,A,C,A,B,B,A,C,B,B,A,A,B,A
10530614,B,C,C,C,B,B,C,C,B,B,A,C,B,C,B,A,B,C
10530609,B,B,A,C,B,B,A,A,B,C,A,C,B,A,C,C,B,C
10472880,A,B,C,B,A,A,C,A,B,C,B,A,B,A,A,B,B,A
10526803,B,B,C,C,A,B,C,A,C,C,A,A,B,A,A,A,B,A
10526413,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10692293,B,B,C,C,B,B,C,A,B,A,A,C,B,B,A,C,B,A
10612332,B,B,B,C,A,B,C,A,B,C,B,C,C,A,B,C,B,A
10508204,B,B,C,C,A,B,C,A,C,B,A,C,B,A,A,A,B,A
10508216,B,B,C,C,A,B,C,A,B,C,A,A,B,B,B,C,A,A
10298075,B,A,C,C,A,B,C,A,A,C,C,C,A,A,A,A,A,A
10394550,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10305459,B,B,C,C,A,B,C,A,B,C,A,C,B,A,A,C,B,A
10305404,B,B,C,C,A,A,C,A,C,C,A,C,B,B,A,A,B,A
